,index,Unnamed: 0,Unnamed: 0.1,budget,genres,imdb_id,popularity,release_date,revenue,runtime,vote_average,vote_count,Year,Rated,Runtime,Genre,Country,Ratings,Metascore,imdbRating,imdbVotes
1889,4289,16867,16867,7000000.0,"[{'id': 18, 'name': 'Drama'}]",tt4385888,13.25,2016-12-28,5664764.0,119.0,7.4,796.0,2016,R,119 min,"Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,7.3,"39,016"
1890,4290,16869,16869,49900000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt1240982,13.25,2011-04-08,26121638.0,102.0,5.3,887.0,2011,R,102 min,"Adventure, Comedy, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,5.5,"96,076"
1891,4291,16872,16872,600000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt4270516,13.245999999999999,2015-06-04,7087452.0,78.0,6.4,252.0,2015,R,79 min,"Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,6.7,"14,484"
1892,4293,16875,16875,8500000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt4981636,13.245,2016-10-07,23316139.0,92.0,7.0,279.0,2016,PG,92 min,"Comedy, Family","USA, Cambodia","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.1,"7,523"
1893,4297,16884,16884,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt1817771,13.239,2015-10-30,70958.0,92.0,6.1,328.0,2015,R,92 min,"Comedy, Horror, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",,5.9,"10,808"
1894,4298,16885,16885,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",tt8358220,13.238,2019-09-11,6713.0,83.0,5.2,35.0,2019,TV-MA,83 min,"Drama, Horror, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,5.3,"2,307"
1895,4299,16886,16886,16000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",tt1265990,13.238,2011-02-04,52545707.0,91.0,5.4,653.0,2011,PG-13,91 min,"Drama, Mystery, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23.0,4.8,"36,162"
1896,4302,16893,16893,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt2461520,13.234000000000002,2015-09-12,167085.0,90.0,6.1,175.0,2015,R,90 min,"Drama, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28.0,5.9,"9,117"
1897,4304,16903,16903,8000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt4061010,13.228,2015-10-03,16458.0,90.0,5.2,254.0,2015,R,90 min,Thriller,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",,5.3,"8,924"
1898,4306,16909,16909,0.0,"[{'id': 18, 'name': 'Drama'}]",tt2234003,13.222000000000001,2014-04-11,3593460.0,102.0,7.1,647.0,2014,R,102 min,"Comedy, Drama","Ireland, UK","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.4,"55,370"
1899,4307,16912,16912,0.0,"[{'id': 99, 'name': 'Documentary'}]",tt2545118,13.22,2013-06-07,2063312.0,83.0,7.9,803.0,2013,PG-13,83 min,"Documentary, Biography, News",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,8.1,"61,164"
1900,4313,16924,16924,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt2215285,13.209000000000001,2012-06-29,66899242.0,114.0,6.0,119.0,2012,PG-13,114 min,"Comedy, Crime, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,4.9,"9,982"
1901,4316,16927,16927,12000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",tt5690810,13.204,2018-01-22,242115.0,114.0,7.5,285.0,2018,PG-13,114 min,"Drama, History, Romance, Thriller, War","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.6,"7,142"
1902,4318,16929,16929,14000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt3896100,13.200999999999999,2015-08-28,8306690.0,94.0,6.0,166.0,2015,PG,94 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Spain, USA","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,"3,427"
1903,4325,16939,16939,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt3702652,13.19,2016-02-25,14332467.0,96.0,5.4,611.0,2016,R,96 min,Horror,"UK, USA, India","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,5.3,"16,864"
1904,4331,16951,16951,587211.0,"[{'id': 35, 'name': 'Comedy'}]",tt2041488,13.175999999999998,2012-08-24,587211.0,94.0,5.5,111.0,2012,PG,94 min,"Comedy, Family, Fantasy, Sport",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}]",,5.1,"4,662"
1905,4333,16953,16953,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1047540,13.174000000000001,2012-12-25,119772232.0,104.0,5.8,341.0,2012,PG,105 min,"Comedy, Family",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,6.0,"24,626"
1906,4335,16955,16955,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1391137,13.173,2010-04-02,60072596.0,121.0,6.3,78.0,2010,PG-13,121 min,"Comedy, Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,4.7,"9,001"
1907,4341,16974,16974,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",tt9448868,13.155999999999999,2019-01-26,13.0,113.0,9.1,180.0,2018,,112 min,"Documentary, Music",South Korea,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",,8.8,687
1908,4343,16981,16981,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",tt10477558,13.151,2019-09-06,10841702.0,91.0,8.3,117.0,2019,,90 min,"Animation, Drama, Family",Japan,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,"1,699"
1909,4344,16982,16982,0.0,"[{'id': 35, 'name': 'Comedy'}]",tt1456635,13.151,2012-01-06,6483963.0,92.0,6.5,608.0,2011,R,92 min,"Comedy, Drama, Sport","USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.8,"83,284"
1910,4346,16986,16986,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt2140373,13.145999999999999,2013-11-16,112544580.0,125.0,7.4,2523.0,2013,PG-13,125 min,"Biography, Comedy, Drama","USA, UK, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,7.5,"150,099"
1911,4348,16989,16989,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt2450186,13.140999999999998,2013-06-06,21833.0,95.0,6.1,592.0,2013,R,96 min,"Horror, Thriller","USA, Canada, Indonesia","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,6.0,"35,716"
1912,4349,16992,16992,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",tt7057496,13.139000000000001,2017-11-29,9900000.0,108.0,8.0,355.0,2017,TV-MA,108 min,"Mystery, Thriller",South Korea,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,"14,933"
1913,4354,17002,17002,0.0,"[{'id': 18, 'name': 'Drama'}]",tt3750872,13.124,2018-08-02,5634567.0,100.0,7.2,727.0,2017,R,99 min,Drama,"UK, Sweden, USA","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.2,"33,630"
1914,4356,17005,17005,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0770703,13.123,2011-09-30,30426096.0,106.0,6.5,1640.0,2011,R,106 min,"Comedy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,6.1,"71,915"
1915,4360,17009,17009,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt2218003,13.12,2013-08-28,5750401.0,96.0,5.9,299.0,2013,R,96 min,"Crime, Drama, Mystery, Thriller","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.2,"21,481"
1916,4363,17015,17015,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt4351548,13.115,2017-03-31,59000.0,95.0,7.1,167.0,2017,TV-MA,98 min,"Crime, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.8,"6,770"
1917,4366,17020,17020,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1366344,13.112,2011-12-09,34942188.0,81.0,5.5,624.0,2011,R,81 min,Comedy,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.7,"67,674"
1918,4367,17021,17021,8000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1178665,13.110999999999999,2015-09-02,35991087.0,104.0,6.0,484.0,2015,R,104 min,"Adventure, Biography, Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.3,"24,350"
1919,4368,17024,17024,95000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1790886,13.107000000000001,2012-08-09,104907746.0,85.0,5.8,1218.0,2012,R,85 min,Comedy,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.1,"123,397"
1920,4369,17027,17027,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",tt4695548,13.103,2016-02-05,643.0,82.0,6.5,81.0,2016,Not Rated,86 min,"Animation, Action, Adventure, Comedy, Fantasy",Turkey,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"6,854"
1921,4373,17037,17037,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt1017451,13.097999999999999,2010-03-19,2995811.0,106.0,6.3,549.0,2010,R,106 min,"Biography, Drama, Music",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.5,"45,880"
1922,4380,17054,17054,8000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2401878,13.084000000000001,2015-12-30,5659286.0,90.0,7.1,1185.0,2015,R,90 min,"Animation, Comedy, Drama, Romance","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88.0,7.3,"65,161"
1923,4384,17061,17061,17000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt2279339,13.08,2015-11-12,42426912.0,107.0,6.0,508.0,2015,PG-13,107 min,"Comedy, Fantasy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,5.8,"19,832"
1924,4385,17064,17064,4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt2383068,13.075999999999999,2013-09-02,9221.0,99.0,5.8,266.0,2013,R,99 min,"Horror, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,6.1,"16,715"
1925,4388,17070,17070,0.0,"[{'id': 18, 'name': 'Drama'}]",tt0790770,13.073,2016-01-22,3460466.0,100.0,6.5,155.0,2015,R,100 min,"Biography, Drama, Music, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.4,"9,203"
1926,4394,17083,17083,5000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt3014666,13.064,2014-03-25,10429707.0,98.0,5.6,218.0,2014,PG,98 min,Comedy,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25.0,5.4,"13,095"
1927,4395,17086,17086,12400000.0,"[{'id': 18, 'name': 'Drama'}]",tt2358891,13.062999999999999,2013-05-21,24164400.0,142.0,7.5,2132.0,2013,Not Rated,141 min,Drama,"Italy, France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.8,"79,368"
1928,4397,17089,17089,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt2582498,13.061,2017-11-17,10456.0,94.0,5.9,179.0,2017,R,93 min,"Action, Drama, Thriller",Canada,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.2,"8,262"
1929,4399,17092,17092,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",tt10208198,13.059000000000001,2019-05-15,24945497.0,110.0,7.4,227.0,2019,Not Rated,109 min,"Action, Crime, Drama","South Korea, USA","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.9,"6,985"
1930,4401,17096,17096,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt2349144,13.056,2015-07-04,130541.0,108.0,6.0,307.0,2015,R,108 min,"Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,6.4,"20,283"
1931,4404,17106,17106,21000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt3038708,13.047,2019-01-25,400900.0,93.0,5.0,174.0,2019,,93 min,"Action, Adventure, Comedy, Sci-Fi","Finland, Germany, Belgium","[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",,5.0,"8,102"
1932,4406,17108,17108,36000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt2101473,13.045,2013-12-25,57284237.0,155.0,7.3,747.0,2013,R,155 min,"Adventure, Drama, History",Germany,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",,7.2,"36,069"
1933,4407,17112,17112,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1435513,13.043,2011-06-06,9504139.0,100.0,6.6,576.0,2011,R,100 min,"Biography, Comedy, Romance","UK, France, Germany, Switzerland, Luxembourg","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.7,"30,183"
1934,4412,17120,17120,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt9310460,13.037,2018-12-27,1892516.0,80.0,7.0,6.0,2019,,80 min,"Animation, Adventure, Comedy, Family, Fantasy",Germany,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",,5.5,73
1935,4413,17121,17121,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt1582248,13.035,2011-09-23,68945.0,100.0,6.7,250.0,2011,R,100 min,"Biography, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.8,"22,655"
1936,4414,17122,17122,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt1196948,13.035,2013-02-09,11650.0,108.0,6.5,441.0,2013,R,103 min,"Comedy, Drama, Romance, Thriller","USA, Romania","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,6.4,"26,670"
1937,4415,17123,17123,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]",tt6212478,13.029000000000002,2018-06-01,2847319.0,117.0,6.9,536.0,2018,R,116 min,"Biography, Crime, Drama, Thriller","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.0,"36,914"
1938,4418,17128,17128,30.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0881320,13.024000000000001,2011-02-03,108609310.0,108.0,5.9,657.0,2011,R,108 min,"Action, Adventure, Drama, Thriller","USA, Australia","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,5.9,"53,015"
1939,4419,17133,17133,24000000.0,"[{'id': 18, 'name': 'Drama'}]",tt2671706,13.022,2016-12-16,64414761.0,139.0,6.8,1837.0,2016,PG-13,139 min,Drama,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.2,"96,131"
1940,4425,17142,17142,12000000.0,"[{'id': 53, 'name': 'Thriller'}]",tt3862750,13.015999999999998,2015-09-11,60273173.0,100.0,5.8,242.0,2015,PG-13,100 min,"Crime, Drama, Horror, Mystery, Romance, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,5.6,"9,667"
1941,4426,17145,17145,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt3521126,13.013,2017-03-12,29820616.0,104.0,7.2,2535.0,2017,R,104 min,"Biography, Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.4,"135,152"
1942,4428,17147,17147,4800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1602613,13.011,2013-05-22,10337387.0,90.0,5.9,1746.0,2013,R,90 min,"Action, Crime, Drama","Denmark, France, USA, Sweden, Belgium","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,5.7,"106,067"
1943,4429,17149,17149,4357373.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt1715336,13.009,2013-10-13,1200000.0,99.0,6.6,416.0,2013,R,99 min,"Drama, Mystery, Sci-Fi, Thriller","Spain, USA, UK, France","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,6.5,"21,256"
1944,4432,17155,17155,40000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1586265,13.005999999999998,2012-05-17,79700000.0,110.0,6.0,1413.0,2012,PG-13,110 min,"Comedy, Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,5.7,"68,987"
1945,4435,17160,17160,10000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",tt2345112,13.001,2013-10-02,1412181.0,94.0,6.1,262.0,2013,PG-13,93 min,"Drama, History, Mystery, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.4,"15,010"
1946,4436,17161,17161,65000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",tt0443272,12.998,2012-11-09,275293450.0,149.0,6.8,2769.0,2012,PG-13,150 min,"Biography, Drama, History, War","USA, India","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.3,"241,254"
1947,4439,17167,17167,1450000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt9063902,12.993,2019-09-06,368430.0,101.0,7.6,206.0,2019,TV-MA,101 min,"Comedy, Drama",Spain,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,7.2,"4,369"
1948,4440,17169,17169,3500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt3859304,12.993,2016-01-22,615816.0,108.0,5.9,223.0,2015,R,100 min,"Comedy, Drama, Sport",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,6.1,"9,725"
1949,4442,17173,17173,6000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1333125,12.989,2013-01-01,32438988.0,90.0,4.5,1629.0,2013,R,94 min,Comedy,USA,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18.0,4.3,"98,389"
1950,4446,17183,17183,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",tt3395184,12.98,2014-10-08,49970.0,109.0,6.6,413.0,2014,Not Rated,109 min,"Horror, Romance, Sci-Fi","Italy, USA","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,6.7,"23,749"
1951,4452,17197,17197,25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1322269,12.970999999999998,2013-12-26,74188937.0,121.0,6.9,1029.0,2013,R,121 min,"Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,7.2,"83,888"
